recording,model,label,target_freq_hz,model_freq_hz,freq_error_rel,hist_rmse_norm,haz_rmse_norm,iod_rmse_norm,fit_score
CBA1R8C1,simple_dap,Simple DAP,4.363178974948109,4.859273112857006,0.11370015778800295,0.15405380778074398,0.18458887661449427,0.18240505654671246,0.1571602212408009
CBA1R8C1,nmda_only,NMDA-only,4.363178974948109,4.396832945377479,0.007713176705012461,0.17476591052743531,0.19462529897214054,0.2692518425050288,0.16059608775516904
CBA1R8C1,baseline,Baseline + AHP,4.363178974948109,4.722674958697475,0.08239313257912846,0.1969525126059027,0.2204757321742568,0.32982405270842124,0.2062351965385096
MAL11E,baseline,Baseline + AHP,5.873899775444512,5.824864804748866,0.00834794132862704,0.2565433494060755,0.3047386994168379,0.3711385306907398,0.23278236271003194
MAL11E,simple_dap,Simple DAP,5.873899775444512,6.107307364072801,0.039736392780148455,0.23770370923535553,0.29332442555883625,0.4003856338534753,0.24000650454077987
MAL11E,nmda_only,NMDA-only,5.873899775444512,5.077073138198099,0.13565547042145654,0.27308803363739553,0.2977278042169695,0.2657830417673461,0.24183159898181322
